codigo_pa;numero_pa;uf;municipio;longitude;latitude;altitude_(m);profundidade_superior;profundidade_inferior;simbolo_horizonte;codigo_horizonte;classe_solos_nivel_1
10051.0;11;PI;Rio Grande do Piauí;;;350.0;36.0;62.0;B2cn;32336.0;PLINTOSSOLO
10051.0;11;PI;Rio Grande do Piauí;;;350.0;62.0;155.0;B3/Ccn;32340.0;PLINTOSSOLO
10055.0;12;PI;Oeiras;;;120.0;0.0;10.0;Ap;32347.0;CHERNOSSOLO
10055.0;12;PI;Oeiras;;;120.0;10.0;24.0;B1;32348.0;CHERNOSSOLO
10055.0;12;PI;Oeiras;;;120.0;24.0;52.0;B2;32351.0;CHERNOSSOLO
10055.0;12;PI;Oeiras;;;120.0;52.0;95.0;B3;32352.0;CHERNOSSOLO
10059.0;14;PI;Oeiras;;;;0.0;13.0;Ap;32369.0;NEOSSOLO
10059.0;14;PI;Oeiras;;;;13.0;40.0;C1;32370.0;NEOSSOLO
10059.0;14;PI;Oeiras;;;;40.0;90.0;C2;32372.0;NEOSSOLO
10059.0;14;PI;Oeiras;;;;90.0;200.0;C3;32374.0;NEOSSOLO
10067.0;16;PI;Floriano;;;241.0;0.0;10.0;Ap;32432.0;NEOSSOLO
10067.0;16;PI;Floriano;;;241.0;10.0;19.0;A3/C1;32433.0;NEOSSOLO
10067.0;16;PI;Floriano;;;241.0;19.0;50.0;C2;32434.0;NEOSSOLO
10071.0;17;PI;Itaueira;;;241.0;0.0;17.0;Ap;32444.0;LATOSSOLO
10071.0;17;PI;Itaueira;;;241.0;17.0;36.0;A3/C1;32445.0;LATOSSOLO
10071.0;17;PI;Itaueira;;;241.0;36.0;68.0;C2;32446.0;LATOSSOLO
10071.0;17;PI;Itaueira;;;241.0;68.0;150.0;C3;32447.0;LATOSSOLO
10074.0;18;PI;Rio Grande do Piauí;;;385.0;0.0;12.0;A1;32458.0;LATOSSOLO
10074.0;18;PI;Rio Grande do Piauí;;;385.0;12.0;26.0;A3;32460.0;LATOSSOLO
10074.0;18;PI;Rio Grande do Piauí;;;385.0;26.0;52.0;B1;32462.0;LATOSSOLO
10074.0;18;PI;Rio Grande do Piauí;;;385.0;52.0;110.0;B21;32463.0;LATOSSOLO
10074.0;18;PI;Rio Grande do Piauí;;;385.0;110.0;180.0;B22;32465.0;LATOSSOLO
10113.0;20;PI;Santa Cruz dos Milagres;;;202.0;0.0;10.0;A1;32636.0;LATOSSOLO
10113.0;20;PI;Santa Cruz dos Milagres;;;202.0;10.0;28.0;A3;32638.0;LATOSSOLO
10113.0;20;PI;Santa Cruz dos Milagres;;;202.0;28.0;58.0;B21;32640.0;LATOSSOLO
10113.0;20;PI;Santa Cruz dos Milagres;;;202.0;58.0;70.0;B22;32642.0;LATOSSOLO
10113.0;20;PI;Santa Cruz dos Milagres;;;202.0;70.0;94.0;B23;32644.0;LATOSSOLO
10113.0;20;PI;Santa Cruz dos Milagres;;;202.0;94.0;150.0;B3;32645.0;LATOSSOLO
10129.0;26;PI;Elesbão Veloso;;;220.0;0.0;16.0;A1;32716.0;CHERNOSSOLO
10129.0;26;PI;Elesbão Veloso;;;220.0;16.0;42.0;B2;32717.0;CHERNOSSOLO
10129.0;26;PI;Elesbão Veloso;;;220.0;42.0;53.0;B3;32718.0;CHERNOSSOLO
10129.0;26;PI;Elesbão Veloso;;;220.0;53.0;74.0;C;32719.0;CHERNOSSOLO
10133.0;27;PI;Picos;;;320.0;0.0;5.0;A1;32725.0;NEOSSOLO
10133.0;27;PI;Picos;;;320.0;5.0;20.0;A3/C1;32727.0;NEOSSOLO
10133.0;27;PI;Picos;;;320.0;20.0;90.0;C2;32729.0;NEOSSOLO
10133.0;27;PI;Picos;;;320.0;90.0;180.0;C3;32730.0;NEOSSOLO
10137.0;28;PI;Picos;;;448.0;0.0;80.0;A1;32748.0;NEOSSOLO
10137.0;28;PI;Picos;;;448.0;8.0;63.0;A3;32749.0;NEOSSOLO
10137.0;28;PI;Picos;;;448.0;63.0;171.0;C1;32750.0;NEOSSOLO
10137.0;28;PI;Picos;;;448.0;171.0;190.0;C2;32751.0;NEOSSOLO
10140.0;29;PI;Simplício Mendes;;;233.0;0.0;7.0;Ap;32761.0;NEOSSOLO
10140.0;29;PI;Simplício Mendes;;;233.0;7.0;26.0;A31;32762.0;NEOSSOLO
10140.0;29;PI;Simplício Mendes;;;233.0;26.0;40.0;A32;32763.0;NEOSSOLO
10140.0;29;PI;Simplício Mendes;;;233.0;40.0;85.0;C1;32764.0;NEOSSOLO
10140.0;29;PI;Simplício Mendes;;;233.0;85.0;180.0;C2;32765.0;NEOSSOLO
10146.0;30;PI;Altos;;;130.0;0.0;60.0;A1;32780.0;NEOSSOLO
10146.0;30;PI;Altos;;;130.0;60.0;85.0;C1;32781.0;NEOSSOLO
10146.0;30;PI;Altos;;;130.0;85.0;105.0;Ccn;32782.0;NEOSSOLO
10146.0;30;PI;Altos;;;130.0;105.0;110.0;Cx;32783.0;NEOSSOLO
10804.0;09;PI;Piracuruca;;;;0.0;15.0;A1;35836.0;LATOSSOLO
10804.0;09;PI;Piracuruca;;;;15.0;25.0;A3;35840.0;LATOSSOLO
10804.0;09;PI;Piracuruca;;;;25.0;40.0;B1;35841.0;LATOSSOLO
10804.0;09;PI;Piracuruca;;;;40.0;70.0;B21;35842.0;LATOSSOLO
10804.0;09;PI;Piracuruca;;;;70.0;160.0;B22;35843.0;LATOSSOLO
10804.0;09;PI;Piracuruca;;;;160.0;200.0;B23;35844.0;LATOSSOLO
10804.0;09;PI;Piracuruca;;;;280.0;300.0;B3;35845.0;LATOSSOLO
10808.0;11;PI;Parnaíba;;;;0.0;20.0;A1;35857.0;ARGISSOLO
10808.0;11;PI;Parnaíba;;;;20.0;38.0;A2;35858.0;ARGISSOLO
10808.0;11;PI;Parnaíba;;;;38.0;60.0;AB;35859.0;ARGISSOLO
10808.0;11;PI;Parnaíba;;;;60.0;90.0;B1;35860.0;ARGISSOLO
10808.0;11;PI;Parnaíba;;;;90.0;140.0;B21;35861.0;ARGISSOLO
10808.0;11;PI;Parnaíba;;;;140.0;170.0;B22;35862.0;ARGISSOLO
10811.0;04;PI;Piracuruca;;;;0.0;15.0;A1;35874.0;ARGISSOLO
10811.0;04;PI;Piracuruca;;;;15.0;50.0;B1;35875.0;ARGISSOLO
10811.0;04;PI;Piracuruca;;;;50.0;85.0;B21;35876.0;ARGISSOLO
10811.0;04;PI;Piracuruca;;;;85.0;120.0;B22;35877.0;ARGISSOLO
10811.0;04;PI;Piracuruca;;;;120.0;150.0;B23;35878.0;ARGISSOLO
10813.0;08;PI;Piracuruca;;;;0.0;25.0;A1;35884.0;ARGISSOLO
10813.0;08;PI;Piracuruca;;;;25.0;50.0;B21t;35885.0;ARGISSOLO
10813.0;08;PI;Piracuruca;;;;50.0;85.0;B22;35886.0;ARGISSOLO
10813.0;08;PI;Piracuruca;;;;85.0;120.0;B23;35887.0;ARGISSOLO
10813.0;08;PI;Piracuruca;;;;120.0;160.0;B24;35888.0;ARGISSOLO
10814.0;12;PI;Luís Correia;;;;0.0;30.0;A1;35892.0;ARGISSOLO
10814.0;12;PI;Luís Correia;;;;30.0;50.0;B1t;35896.0;ARGISSOLO
10814.0;12;PI;Luís Correia;;;;50.0;70.0;B2t;35897.0;ARGISSOLO
10816.0;03;PI;Piracuruca;;;;0.0;20.0;A;35898.0;CHERNOSSOLO
10816.0;03;PI;Piracuruca;;;;20.0;43.0;B1t;35899.0;CHERNOSSOLO
10816.0;03;PI;Piracuruca;;;;43.0;68.0;B2t;35900.0;CHERNOSSOLO
10816.0;03;PI;Piracuruca;;;;68.0;93.0;B3t;35901.0;CHERNOSSOLO
10856.0;02;PI;Piracuruca;;;;0.0;20.0;A11;36078.0;VERTISSOLO
10856.0;02;PI;Piracuruca;;;;20.0;40.0;A12;36079.0;VERTISSOLO
10856.0;02;PI;Piracuruca;;;;40.0;70.0;C1;36080.0;VERTISSOLO
10856.0;02;PI;Piracuruca;;;;70.0;100.0;C2;36083.0;VERTISSOLO
10862.0;06;PI;Parnaíba;;;;0.0;10.0;A1;36093.0;PLANOSSOLO
10862.0;06;PI;Parnaíba;;;;10.0;25.0;B21t;36094.0;PLANOSSOLO
10862.0;06;PI;Parnaíba;;;;25.0;50.0;B22t;36095.0;PLANOSSOLO
10864.0;16;PI;Piracuruca;;;;0.0;12.0;A1cn;36100.0;PLINTOSSOLO
10864.0;16;PI;Piracuruca;;;;12.0;25.0;A3cn;36101.0;PLINTOSSOLO
10864.0;16;PI;Piracuruca;;;;25.0;40.0;B1tcn;36102.0;PLINTOSSOLO
10864.0;16;PI;Piracuruca;;;;40.0;60.0;IIB2tcn;36103.0;PLINTOSSOLO
10864.0;16;PI;Piracuruca;;;;60.0;75.0;C;36104.0;PLINTOSSOLO
10999.0;10;PI;São Miguel do Tapuio;;;;0.0;10.0;A1;36450.0;LATOSSOLO
10999.0;10;PI;São Miguel do Tapuio;;;;10.0;28.0;A3;36451.0;LATOSSOLO
10999.0;10;PI;São Miguel do Tapuio;;;;28.0;58.0;B1;36452.0;LATOSSOLO
10999.0;10;PI;São Miguel do Tapuio;;;;58.0;70.0;B21;36453.0;LATOSSOLO
10999.0;10;PI;São Miguel do Tapuio;;;;70.0;94.0;B22;36454.0;LATOSSOLO
10999.0;10;PI;São Miguel do Tapuio;;;;94.0;150.0;B3;36455.0;LATOSSOLO
11000.0;11;PI;Pimenteiras;;;;0.0;11.0;A1;36456.0;LATOSSOLO
11000.0;11;PI;Pimenteiras;;;;11.0;22.0;A3;36457.0;LATOSSOLO
11000.0;11;PI;Pimenteiras;;;;22.0;63.0;B1;36458.0;LATOSSOLO
11000.0;11;PI;Pimenteiras;;;;63.0;145.0;B21;36459.0;LATOSSOLO
11000.0;11;PI;Pimenteiras;;;;145.0;180.0;B22;36461.0;LATOSSOLO
11002.0;15;PI;Monsenhor Hipólito;;;;0.0;8.0;A1;36466.0;LATOSSOLO
11002.0;15;PI;Monsenhor Hipólito;;;;8.0;26.0;A3;36467.0;LATOSSOLO
11002.0;15;PI;Monsenhor Hipólito;;;;26.0;92.0;B1;36468.0;LATOSSOLO
11002.0;15;PI;Monsenhor Hipólito;;;;92.0;137.0;B2;36469.0;LATOSSOLO
11002.0;15;PI;Monsenhor Hipólito;;;;137.0;180.0;B3;36470.0;LATOSSOLO
11058.0;08;PI;Castelo do Piauí;;;;0.0;8.0;A1;36684.0;ARGISSOLO
11058.0;08;PI;Castelo do Piauí;;;;8.0;25.0;A3;36685.0;ARGISSOLO
11058.0;08;PI;Castelo do Piauí;;;;25.0;42.0;B2t;36686.0;ARGISSOLO
11058.0;08;PI;Castelo do Piauí;;;;12.0;65.0;B3t;36687.0;ARGISSOLO
11058.0;08;PI;Castelo do Piauí;;;;65.0;100.0;C;36688.0;ARGISSOLO
11062.0;07;PI;Inhuma;;;;0.0;5.0;A1;36704.0;NEOSSOLO
11062.0;07;PI;Inhuma;;;;5.0;20.0;A3/C1;36705.0;NEOSSOLO
11062.0;07;PI;Inhuma;;;;20.0;90.0;C2;36706.0;NEOSSOLO
11062.0;07;PI;Inhuma;;;;90.0;180.0;C3;36707.0;NEOSSOLO
11063.0;14;PI;Monsenhor Hipólito;;;;0.0;8.0;A1;36708.0;NEOSSOLO
11063.0;14;PI;Monsenhor Hipólito;;;;8.0;63.0;A3;36709.0;NEOSSOLO
11063.0;14;PI;Monsenhor Hipólito;;;;63.0;171.0;C1;36710.0;NEOSSOLO
11063.0;14;PI;Monsenhor Hipólito;;;;171.0;190.0;C2;36711.0;NEOSSOLO
11348.0;25;PI;Paulistana;;;;0.0;20.0;A;37482.0;ARGISSOLO
11348.0;25;PI;Paulistana;;;;20.0;35.0;B21t;37484.0;ARGISSOLO
11348.0;25;PI;Paulistana;;;;35.0;65.0;B22t;37485.0;ARGISSOLO
11348.0;25;PI;Paulistana;;;;65.0;90.0;B23t;37487.0;ARGISSOLO
11381.0;44;PI;Paulistana;;;;0.0;10.0;A1;37552.0;LUVISSOLO
11381.0;44;PI;Paulistana;;;;10.0;25.0;B1t;37553.0;LUVISSOLO
11381.0;44;PI;Paulistana;;;;25.0;32.0;B21t;37554.0;LUVISSOLO
11381.0;44;PI;Paulistana;;;;32.0;55.0;B22t;37555.0;LUVISSOLO
11393.0;45;PI;Paulistana;;;;0.0;18.0;A1;37568.0;LUVISSOLO
11393.0;45;PI;Paulistana;;;;18.0;28.0;B1t;37569.0;LUVISSOLO
11393.0;45;PI;Paulistana;;;;28.0;58.0;B2t;37570.0;LUVISSOLO
11393.0;45;PI;Paulistana;;;;58.0;60.0;B3t;37571.0;LUVISSOLO
13388.0;P1;PI;Teresina;;;130.0;0.0;45.0;A;45232.0;LATOSSOLO
13388.0;P1;PI;Teresina;;;130.0;45.0;65.0;AB;45233.0;LATOSSOLO
13388.0;P1;PI;Teresina;;;130.0;65.0;100.0;B1;45234.0;LATOSSOLO
13388.0;P1;PI;Teresina;;;130.0;100.0;250.0;B2;45235.0;LATOSSOLO
13389.0;P10;PI;Floriano;;;320.0;0.0;10.0;A11;45236.0;NEOSSOLO
13389.0;P10;PI;Floriano;;;320.0;10.0;60.0;A3;45237.0;NEOSSOLO
13389.0;P10;PI;Floriano;;;320.0;60.0;180.0;C;45238.0;NEOSSOLO
13391.0;P12;PI;Itaueira;;;320.0;25.0;65.0;B;45240.0;LATOSSOLO
13393.0;P14;PI;Canto do Buriti;;;340.0;0.0;20.0;A;45244.0;LUVISSOLO
13393.0;P14;PI;Canto do Buriti;;;340.0;20.0;40.0;Bt;45245.0;LUVISSOLO
13393.0;P14;PI;Canto do Buriti;;;340.0;40.0;50.0;B3t;45246.0;LUVISSOLO
13393.0;P14;PI;Canto do Buriti;;;340.0;50.0;120.0;C;45247.0;LUVISSOLO
13399.0;P15;PI;Canto do Buriti;;;520.0;0.0;20.0;A;45266.0;LATOSSOLO
13399.0;P15;PI;Canto do Buriti;;;520.0;20.0;170.0;B;45267.0;LATOSSOLO
13400.0;P16;PI;Canto do Buriti;;;370.0;160.0;200.0;B;45268.0;LATOSSOLO
13402.0;P18;PI;Canto do Buriti;;;270.0;0.0;20.0;P18;45269.0;CAMBISSOLO
13402.0;P18;PI;Canto do Buriti;;;270.0;20.0;40.0;(B);45270.0;CAMBISSOLO
13403.0;P19;PI;Canto do Buriti;;;270.0;0.0;20.0;A;45271.0;ARGISSOLO
13403.0;P19;PI;Canto do Buriti;;;270.0;20.0;45.0;B21t;45272.0;ARGISSOLO
13403.0;P19;PI;Canto do Buriti;;;270.0;45.0;120.0;B22t;45273.0;ARGISSOLO
13404.0;P2;PI;Teresina;;;160.0;0.0;16.0;A;45274.0;CAMBISSOLO
13404.0;P2;PI;Teresina;;;160.0;16.0;36.0;(B2t);45275.0;CAMBISSOLO
13404.0;P2;PI;Teresina;;;160.0;36.0;55.0;(B3t);45276.0;CAMBISSOLO
13404.0;P2;PI;Teresina;;;160.0;55.0;110.0;C;45277.0;CAMBISSOLO
13405.0;P20;PI;Canto do Buriti;;;320.0;0.0;20.0;A;45278.0;ORGANOSSOLO
13405.0;P20;PI;Canto do Buriti;;;320.0;70.0;90.0;Bw;45279.0;ORGANOSSOLO
13406.0;P21;PI;Canto do Buriti;;;490.0;0.0;23.0;A;45280.0;LATOSSOLO
13406.0;P21;PI;Canto do Buriti;;;490.0;0.0;20.0;Ap;45281.0;LATOSSOLO
13406.0;P21;PI;Canto do Buriti;;;490.0;23.0;43.0;BA;45282.0;LATOSSOLO
13406.0;P21;PI;Canto do Buriti;;;490.0;43.0;92.0;Bw1;45283.0;LATOSSOLO
13406.0;P21;PI;Canto do Buriti;;;490.0;80.0;110.0;Bw2;45284.0;LATOSSOLO
13406.0;P21;PI;Canto do Buriti;;;490.0;100.0;120.0;B;45285.0;LATOSSOLO
13408.0;P23;PI;São Raimundo Nonato;;;420.0;0.0;20.0;Ap;45286.0;PLANOSSOLO
13408.0;P23;PI;São Raimundo Nonato;;;420.0;30.0;40.0;Bi;45287.0;PLANOSSOLO
13408.0;P23;PI;São Raimundo Nonato;;;420.0;70.0;100.0;Bw2;45288.0;PLANOSSOLO
13409.0;P24;PI;São Raimundo Nonato;;;430.0;0.0;20.0;A;45289.0;ARGISSOLO
13409.0;P24;PI;São Raimundo Nonato;;;430.0;0.0;20.0;Ap;45290.0;ARGISSOLO
13409.0;P24;PI;São Raimundo Nonato;;;430.0;20.0;60.0;Bt;45291.0;ARGISSOLO
13409.0;P24;PI;São Raimundo Nonato;;;430.0;60.0;90.0;Bw;45292.0;ARGISSOLO
13409.0;P24;PI;São Raimundo Nonato;;;430.0;100.0;120.0;C;45293.0;ARGISSOLO
13410.0;P25;PI;São Raimundo Nonato;;;460.0;0.0;12.0;A;45294.0;LATOSSOLO
13410.0;P25;PI;São Raimundo Nonato;;;460.0;0.0;20.0;Ap;45295.0;LATOSSOLO
13410.0;P25;PI;São Raimundo Nonato;;;460.0;25.0;60.0;BA;45296.0;LATOSSOLO
13410.0;P25;PI;São Raimundo Nonato;;;460.0;60.0;100.0;Bw;45297.0;LATOSSOLO
13410.0;P25;PI;São Raimundo Nonato;;;460.0;80.0;110.0;B;45298.0;LATOSSOLO
13410.0;P25;PI;São Raimundo Nonato;;;460.0;80.0;120.0;C2;45299.0;LATOSSOLO
13411.0;P26;PI;São Raimundo Nonato;;;430.0;0.0;20.0;A;45300.0;NEOSSOLO
13411.0;P26;PI;São Raimundo Nonato;;;430.0;15.0;40.0;R;45301.0;NEOSSOLO
13411.0;P26;PI;São Raimundo Nonato;;;430.0;40.0;80.0;Bw;45302.0;NEOSSOLO
13411.0;P26;PI;São Raimundo Nonato;;;430.0;120.0;140.0;C;45303.0;NEOSSOLO
13412.0;P27;PI;São Raimundo Nonato;;;360.0;0.0;20.0;A;45304.0;LATOSSOLO
13412.0;P27;PI;São Raimundo Nonato;;;360.0;0.0;15.0;Ap;45305.0;LATOSSOLO
13412.0;P27;PI;São Raimundo Nonato;;;360.0;40.0;70.0;Bi;45306.0;LATOSSOLO
13412.0;P27;PI;São Raimundo Nonato;;;360.0;60.0;100.0;B;45307.0;LATOSSOLO
13412.0;P27;PI;São Raimundo Nonato;;;360.0;70.0;80.0;Cr;45308.0;LATOSSOLO
13412.0;P27;PI;São Raimundo Nonato;;;360.0;80.0;120.0;C2;45309.0;LATOSSOLO
13413.0;P28;PI;São Raimundo Nonato;;;340.0;0.0;30.0;A;45310.0;ARGISSOLO
13413.0;P28;PI;São Raimundo Nonato;;;340.0;0.0;15.0;Ap;45311.0;ARGISSOLO
13413.0;P28;PI;São Raimundo Nonato;;;340.0;30.0;120.0;Bt;45312.0;ARGISSOLO
13413.0;P28;PI;São Raimundo Nonato;;;340.0;80.0;110.0;Bw2;45313.0;ARGISSOLO
13414.0;P29;PI;São Raimundo Nonato;;;420.0;0.0;15.0;A;45314.0;LATOSSOLO
13414.0;P29;PI;São Raimundo Nonato;;;420.0;0.0;20.0;Ap;45315.0;LATOSSOLO
13414.0;P29;PI;São Raimundo Nonato;;;420.0;50.0;100.0;Bw;45316.0;LATOSSOLO
13414.0;P29;PI;São Raimundo Nonato;;;420.0;120.0;150.0;B;45317.0;LATOSSOLO
13415.0;P3;PI;Teresina;;;160.0;0.0;60.0;A;45318.0;ARGISSOLO
13415.0;P3;PI;Teresina;;;160.0;60.0;100.0;Bt;45319.0;ARGISSOLO
13417.0;P31;PI;São Raimundo Nonato;;;440.0;0.0;20.0;Ape;45320.0;ARGISSOLO
13417.0;P31;PI;São Raimundo Nonato;;;440.0;20.0;40.0;AB;45321.0;ARGISSOLO
13417.0;P31;PI;São Raimundo Nonato;;;440.0;40.0;65.0;B2t;45322.0;ARGISSOLO
13417.0;P31;PI;São Raimundo Nonato;;;440.0;40.0;80.0;BA;45323.0;ARGISSOLO
13417.0;P31;PI;São Raimundo Nonato;;;440.0;80.0;200.0;Bw;45324.0;ARGISSOLO
13418.0;P32;PI;São Raimundo Nonato;;;370.0;0.0;20.0;A;45325.0;LATOSSOLO
13418.0;P32;PI;São Raimundo Nonato;;;370.0;0.0;20.0;Ap;45326.0;LATOSSOLO
13418.0;P32;PI;São Raimundo Nonato;;;370.0;60.0;80.0;Bw;45327.0;LATOSSOLO
13418.0;P32;PI;São Raimundo Nonato;;;370.0;80.0;110.0;Bw2;45328.0;LATOSSOLO
13419.0;P33;PI;São Raimundo Nonato;;;270.0;0.0;15.0;A;45329.0;CAMBISSOLO
13419.0;P33;PI;São Raimundo Nonato;;;270.0;0.0;20.0;Ap;45330.0;CAMBISSOLO
13419.0;P33;PI;São Raimundo Nonato;;;270.0;15.0;50.0;(B);45331.0;CAMBISSOLO
13419.0;P33;PI;São Raimundo Nonato;;;270.0;50.0;80.0;C/R;45332.0;CAMBISSOLO
13419.0;P33;PI;São Raimundo Nonato;;;270.0;80.0;100.0;Bw;45333.0;CAMBISSOLO
13420.0;P34;PI;São João do Piauí;;;350.0;0.0;20.0;A;45334.0;NEOSSOLO
13420.0;P34;PI;São João do Piauí;;;350.0;0.0;20.0;Ap;45335.0;NEOSSOLO
13420.0;P34;PI;São João do Piauí;;;350.0;20.0;35.0;AB;45336.0;NEOSSOLO
13420.0;P34;PI;São João do Piauí;;;350.0;35.0;70.0;BA;45337.0;NEOSSOLO
13420.0;P34;PI;São João do Piauí;;;350.0;40.0;80.0;Bt;45338.0;NEOSSOLO
13420.0;P34;PI;São João do Piauí;;;350.0;70.0;200.0;Bw;45339.0;NEOSSOLO
13421.0;P35;PI;São João do Piauí;;;360.0;999.0;9999.0;C;45340.0;NEOSSOLO
13421.0;P35;PI;São João do Piauí;;;360.0;0.0;0.0;A;45341.0;NEOSSOLO
13421.0;P35;PI;São João do Piauí;;;360.0;0.0;15.0;Ap;45342.0;NEOSSOLO
13421.0;P35;PI;São João do Piauí;;;360.0;17.0;29.0;AB;45343.0;NEOSSOLO
13421.0;P35;PI;São João do Piauí;;;360.0;29.0;70.0;BA;45344.0;NEOSSOLO
13421.0;P35;PI;São João do Piauí;;;360.0;70.0;120.0;Bw1;45345.0;NEOSSOLO
13421.0;P35;PI;São João do Piauí;;;360.0;70.0;100.0;Bw2;45346.0;NEOSSOLO
13422.0;P36;PI;São João do Piauí;;;290.0;0.0;10.0;A;45347.0;CAMBISSOLO
13422.0;P36;PI;São João do Piauí;;;290.0;0.0;20.0;Ap;45348.0;CAMBISSOLO
13422.0;P36;PI;São João do Piauí;;;290.0;10.0;30.0;(B);45349.0;CAMBISSOLO
13422.0;P36;PI;São João do Piauí;;;290.0;10.0;27.0;AB;45350.0;CAMBISSOLO
13422.0;P36;PI;São João do Piauí;;;290.0;27.0;54.0;BA;45351.0;CAMBISSOLO
13422.0;P36;PI;São João do Piauí;;;290.0;54.0;134.0;Bw1;45352.0;CAMBISSOLO
13422.0;P36;PI;São João do Piauí;;;290.0;134.0;174.0;Bw2;45353.0;CAMBISSOLO
13423.0;P37;PI;Simplício Mendes;;;330.0;0.0;10.0;A1;45354.0;PLANOSSOLO
13423.0;P37;PI;Simplício Mendes;;;330.0;10.0;35.0;A2;45355.0;PLANOSSOLO
13423.0;P37;PI;Simplício Mendes;;;330.0;35.0;55.0;Bt;45356.0;PLANOSSOLO
13424.0;P38;PI;Simplício Mendes;;;300.0;0.0;55.0;A;45357.0;PLINTOSSOLO
13424.0;P38;PI;Simplício Mendes;;;300.0;55.0;95.0;IIBT;45358.0;PLINTOSSOLO
13425.0;P39;PI;Picos;;;290.0;0.0;0.0;B;45359.0;ARGISSOLO
13425.0;P39;PI;Picos;;;290.0;0.0;0.0;A;45360.0;ARGISSOLO
13427.0;P40;PI;Picos;;;360.0;0.0;15.0;A;45361.0;ARGISSOLO
13427.0;P40;PI;Picos;;;360.0;25.0;70.0;B1t;45362.0;ARGISSOLO
13427.0;P40;PI;Picos;;;360.0;70.0;100.0;B2t;45363.0;ARGISSOLO
13428.0;P41;PI;Picos;;;370.0;999.0;9999.0;Bt;45364.0;ARGISSOLO
13428.0;P41;PI;Picos;;;370.0;999.0;9999.0;Btp1;45365.0;ARGISSOLO
13429.0;P43;PI;Jaicós;;;380.0;0.0;0.0;A;45366.0;NEOSSOLO
13429.0;P43;PI;Jaicós;;;380.0;130.0;130.0;C;45367.0;NEOSSOLO
13430.0;P44;PI;Jaicós;;;240.0;0.0;20.0;A;45368.0;PLANOSSOLO
13430.0;P44;PI;Jaicós;;;240.0;20.0;40.0;B21t;45369.0;PLANOSSOLO
13430.0;P44;PI;Jaicós;;;240.0;50.0;80.0;B22t;45370.0;PLANOSSOLO
13431.0;P45;PI;Jaicós;;;420.0;0.0;10.0;A;45371.0;ARGISSOLO
13431.0;P45;PI;Jaicós;;;420.0;10.0;23.0;B1;45372.0;ARGISSOLO
13431.0;P45;PI;Jaicós;;;420.0;23.0;35.0;Btp1;45373.0;ARGISSOLO
13432.0;P46;PI;Jaicós;;;390.0;0.0;20.0;A;45374.0;PLANOSSOLO
13432.0;P46;PI;Jaicós;;;390.0;20.0;65.0;Bt;45375.0;PLANOSSOLO
13433.0;P48;PI;Wall Ferraz;;;430.0;0.0;10.0;A;45376.0;ARGISSOLO
13433.0;P48;PI;Wall Ferraz;;;430.0;10.0;70.0;B2t;45377.0;ARGISSOLO
13433.0;P48;PI;Wall Ferraz;;;430.0;70.0;100.0;B3tpl;45378.0;ARGISSOLO
13436.0;P50;PI;Paulistana;;;490.0;0.0;15.0;A;45379.0;NEOSSOLO
13437.0;P51;PI;Paulistana;;;490.0;0.0;50.0;A;45380.0;NEOSSOLO
13437.0;P51;PI;Paulistana;;;490.0;50.0;70.0;C1;45381.0;NEOSSOLO
13437.0;P51;PI;Paulistana;;;490.0;80.0;120.0;C2x;45382.0;NEOSSOLO
13439.0;P53;PI;Picos;;;530.0;0.0;35.0;A;45383.0;LATOSSOLO
13439.0;P53;PI;Picos;;;530.0;140.0;180.0;B;45384.0;LATOSSOLO
13440.0;P54;PI;Inhuma;;;;130.0;160.0;B;45385.0;LATOSSOLO
13441.0;P55;PI;Valença do Piauí;;;340.0;0.0;30.0;Acn;45386.0;PLINTOSSOLO
13441.0;P55;PI;Valença do Piauí;;;340.0;30.0;85.0;Btcn;45387.0;PLINTOSSOLO
13442.0;P56;PI;Valença do Piauí;;;320.0;0.0;30.0;A1 A2;45388.0;NITOSSOLO
13442.0;P56;PI;Valença do Piauí;;;320.0;30.0;70.0;Bt;45389.0;NITOSSOLO
13443.0;P57;PI;Pimenteiras;;;340.0;0.0;15.0;A;45390.0;PLINTOSSOLO
13443.0;P57;PI;Pimenteiras;;;340.0;15.0;45.0;Bt;45391.0;PLINTOSSOLO
13443.0;P57;PI;Pimenteiras;;;340.0;45.0;100.0;C;45392.0;PLINTOSSOLO
13444.0;P58;PI;Pimenteiras;;;320.0;0.0;30.0;A1;45393.0;PLINTOSSOLO
13444.0;P58;PI;Pimenteiras;;;320.0;30.0;70.0;A2;45394.0;PLINTOSSOLO
13444.0;P58;PI;Pimenteiras;;;320.0;70.0;120.0;Btpl;45395.0;PLINTOSSOLO
13446.0;P6;PI;Elesbão Veloso;;;;0.0;12.0;A;45396.0;ORGANOSSOLO
13446.0;P6;PI;Elesbão Veloso;;;;12.0;35.0;Bt;45397.0;ORGANOSSOLO
13447.0;P60;PI;Pimenteiras;;;;0.0;15.0;A;45398.0;PLINTOSSOLO
13447.0;P60;PI;Pimenteiras;;;;16.0;45.0;B21tp;45399.0;PLINTOSSOLO
13447.0;P60;PI;Pimenteiras;;;;45.0;60.0;B22tp;45400.0;PLINTOSSOLO
13448.0;P61;PI;Pimenteiras;;;340.0;0.0;10.0;A;45401.0;PLANOSSOLO
13448.0;P61;PI;Pimenteiras;;;340.0;10.0;25.0;B21t;45402.0;PLANOSSOLO
