codigo_pa;numero_pa;uf;municipio;longitude;latitude;altitude_(m);profundidade_superior;profundidade_inferior;simbolo_horizonte;codigo_horizonte;classe_solos_nivel_1
8626.0;1A;PA;Altamira;;;;60.0;120.0;B2p1;26748.0;LATOSSOLO
8627.0;37C;PA;Altamira;;;;0.0;10.0;A1;26749.0;LATOSSOLO
8627.0;37C;PA;Altamira;;;;15.0;25.0;A3;26750.0;LATOSSOLO
8627.0;37C;PA;Altamira;;;;40.0;60.0;B1;26751.0;LATOSSOLO
8627.0;37C;PA;Altamira;;;;60.0;120.0;B2;26752.0;LATOSSOLO
8628.0;17B;PA;Altamira;;;;0.0;20.0;A;26753.0;LATOSSOLO
8628.0;17B;PA;Altamira;;;;40.0;60.0;B1;26754.0;LATOSSOLO
8628.0;17B;PA;Altamira;;;;80.0;120.0;B2;26755.0;LATOSSOLO
8629.0;11B;PA;Altamira;;;;0.0;20.0;A;26756.0;LATOSSOLO
8629.0;11B;PA;Altamira;;;;40.0;60.0;B1;26757.0;LATOSSOLO
8629.0;11B;PA;Altamira;;;;80.0;120.0;B2;26758.0;LATOSSOLO
8630.0;13B;PA;Altamira;;;;0.0;30.0;A;26759.0;LATOSSOLO
8630.0;13B;PA;Altamira;;;;40.0;80.0;B21;26760.0;LATOSSOLO
8630.0;13B;PA;Altamira;;;;80.0;120.0;B22;26761.0;LATOSSOLO
8642.0;33C;PA;Altamira;;;;0.0;20.0;A;26784.0;LATOSSOLO
8642.0;33C;PA;Altamira;;;;30.0;60.0;B1;26785.0;LATOSSOLO
8642.0;33C;PA;Altamira;;;;60.0;80.0;B21;26786.0;LATOSSOLO
8642.0;33C;PA;Altamira;;;;80.0;120.0;B22;26787.0;LATOSSOLO
8643.0;40C;PA;Altamira;;;;0.0;20.0;A1;26788.0;LATOSSOLO
8643.0;40C;PA;Altamira;;;;20.0;35.0;A3;26789.0;LATOSSOLO
8643.0;40C;PA;Altamira;;;;40.0;80.0;B1;26790.0;LATOSSOLO
8643.0;40C;PA;Altamira;;;;80.0;120.0;B2;26791.0;LATOSSOLO
8644.0;3A;PA;Altamira;;;;0.0;20.0;A1;26792.0;LATOSSOLO
8644.0;3A;PA;Altamira;;;;60.0;80.0;B;26793.0;LATOSSOLO
8645.0;16B;PA;Altamira;;;;0.0;20.0;A;26794.0;LATOSSOLO
8645.0;16B;PA;Altamira;;;;40.0;60.0;B1;26795.0;LATOSSOLO
8645.0;16B;PA;Altamira;;;;80.0;120.0;B2;26796.0;LATOSSOLO
8646.0;39C;PA;Altamira;;;;0.0;10.0;A;26799.0;LATOSSOLO
8646.0;39C;PA;Altamira;;;;20.0;40.0;B1;26800.0;LATOSSOLO
8646.0;39C;PA;Altamira;;;;50.0;80.0;B21;26801.0;LATOSSOLO
8646.0;39C;PA;Altamira;;;;80.0;120.0;B22;26802.0;LATOSSOLO
8648.0;6ATM;PA;Altamira;;;;0.0;14.0;A1;26806.0;NEOSSOLO
8648.0;6ATM;PA;Altamira;;;;14.0;29.0;A3;26809.0;NEOSSOLO
8648.0;6ATM;PA;Altamira;;;;29.0;49.0;C1;26810.0;NEOSSOLO
8648.0;6ATM;PA;Altamira;;;;49.0;99.0;C2;26812.0;NEOSSOLO
8648.0;6ATM;PA;Altamira;;;;99.0;180.0;C3;26813.0;NEOSSOLO
8652.0;10A;PA;Altamira;;;;0.0;30.0;A;26817.0;NEOSSOLO
8654.0;7ATM;PA;Altamira;;;;0.0;13.0;A11;26819.0;NEOSSOLO
8654.0;7ATM;PA;Altamira;;;;13.0;32.0;A12;26820.0;NEOSSOLO
8654.0;7ATM;PA;Altamira;;;;32.0;59.0;A13;26822.0;NEOSSOLO
8654.0;7ATM;PA;Altamira;;;;59.0;78.0;B1;26823.0;NEOSSOLO
8654.0;7ATM;PA;Altamira;;;;78.0;99.0;B21;26825.0;NEOSSOLO
8654.0;7ATM;PA;Altamira;;;;99.0;130.0;B22;26826.0;NEOSSOLO
8654.0;7ATM;PA;Altamira;;;;130.0;180.0;B23;26828.0;NEOSSOLO
8660.0;20ATM;PA;Altamira;;;;0.0;15.0;A11;26841.0;NEOSSOLO
8660.0;20ATM;PA;Altamira;;;;15.0;36.0;A12;26842.0;NEOSSOLO
8660.0;20ATM;PA;Altamira;;;;36.0;62.0;A13;26843.0;NEOSSOLO
8660.0;20ATM;PA;Altamira;;;;62.0;85.0;B1;26844.0;NEOSSOLO
8660.0;20ATM;PA;Altamira;;;;85.0;140.0;B2;26845.0;NEOSSOLO
8660.0;20ATM;PA;Altamira;;;;140.0;190.0;B3;26846.0;NEOSSOLO
8661.0;15B;PA;Altamira;;;;0.0;20.0;A;26847.0;NEOSSOLO
8661.0;15B;PA;Altamira;;;;40.0;60.0;B1;26848.0;NEOSSOLO
8661.0;15B;PA;Altamira;;;;80.0;120.0;B2;26849.0;NEOSSOLO
8662.0;18B;PA;Altamira;;;;0.0;20.0;A;26853.0;NEOSSOLO
8662.0;18B;PA;Altamira;;;;20.0;60.0;B1;26854.0;NEOSSOLO
8662.0;18B;PA;Altamira;;;;60.0;120.0;B2;26855.0;NEOSSOLO
8664.0;32C;PA;Altamira;;;;0.0;50.0;A1;26856.0;NEOSSOLO
8664.0;32C;PA;Altamira;;;;50.0;80.0;A3;26857.0;NEOSSOLO
8664.0;32C;PA;Altamira;;;;80.0;120.0;B1;26858.0;NEOSSOLO
8665.0;7A;PA;Altamira;;;;0.0;40.0;A;26862.0;NEOSSOLO
8665.0;7A;PA;Altamira;;;;60.0;120.0;B;26863.0;NEOSSOLO
8666.0;4A;PA;Altamira;;;;0.0;50.0;A;26864.0;NEOSSOLO
8666.0;4A;PA;Altamira;;;;70.0;120.0;B;26865.0;NEOSSOLO
8667.0;23 ATM;PA;Altamira;;;;0.0;20.0;Ag;26866.0;GLEISSOLO
8667.0;23 ATM;PA;Altamira;;;;20.0;40.0;B1g;26867.0;GLEISSOLO
8667.0;23 ATM;PA;Altamira;;;;40.0;60.0;B2g;26868.0;GLEISSOLO
8667.0;23 ATM;PA;Altamira;;;;60.0;80.0;C1g;26869.0;GLEISSOLO
8667.0;23 ATM;PA;Altamira;;;;80.0;120.0;C2g;26870.0;GLEISSOLO
8712.0;P1;PA;Barcarena;;;;0.0;11.0;A1;27053.0;LATOSSOLO
8712.0;P1;PA;Barcarena;;;;11.0;27.0;A2;27055.0;LATOSSOLO
8712.0;P1;PA;Barcarena;;;;27.0;46.0;AB;27113.0;LATOSSOLO
8712.0;P1;PA;Barcarena;;;;46.0;59.0;BA;27117.0;LATOSSOLO
8712.0;P1;PA;Barcarena;;;;59.0;81.0;Bt1;27118.0;LATOSSOLO
8712.0;P1;PA;Barcarena;;;;81.0;129.0;Bt2;27121.0;LATOSSOLO
8712.0;P1;PA;Barcarena;;;;129.0;200.0;Bt3;27124.0;LATOSSOLO
8712.0;P1;PA;Barcarena;;;;200.0;310.0;Bt4;27147.0;LATOSSOLO
8712.0;P1;PA;Barcarena;;;;310.0;410.0;Bt5;27150.0;LATOSSOLO
8712.0;P1;PA;Barcarena;;;;410.0;510.0;BC;27156.0;LATOSSOLO
8759.0;P2;PA;Tailândia;;;;0.0;8.0;A;27234.0;ARGISSOLO
8759.0;P2;PA;Tailândia;;;;8.0;23.0;AB;27243.0;ARGISSOLO
8759.0;P2;PA;Tailândia;;;;23.0;46.0;BA;27244.0;ARGISSOLO
8759.0;P2;PA;Tailândia;;;;46.0;78.0;Bt1;27245.0;ARGISSOLO
8759.0;P2;PA;Tailândia;;;;78.0;104.0;Bt2;27256.0;ARGISSOLO
8759.0;P2;PA;Tailândia;;;;104.0;149.0;Bt3;27260.0;ARGISSOLO
8759.0;P2;PA;Tailândia;;;;149.0;215.0;Bt4;27261.0;ARGISSOLO
8759.0;P2;PA;Tailândia;;;;215.0;255.0;BC;27262.0;ARGISSOLO
8759.0;P2;PA;Tailândia;;;;255.0;350.0;C1;27291.0;ARGISSOLO
8759.0;P2;PA;Tailândia;;;;350.0;430.0;C2;27292.0;ARGISSOLO
8775.0;P3;PA;Paragominas;;;;0.0;6.0;A;27302.0;LATOSSOLO
8775.0;P3;PA;Paragominas;;;;6.0;20.0;AB;27305.0;LATOSSOLO
8775.0;P3;PA;Paragominas;;;;20.0;51.0;BA;27310.0;LATOSSOLO
8775.0;P3;PA;Paragominas;;;;51.0;77.0;Bw1;27312.0;LATOSSOLO
8775.0;P3;PA;Paragominas;;;;77.0;104.0;Bw2;27313.0;LATOSSOLO
8775.0;P3;PA;Paragominas;;;;104.0;139.0;Bw3;27314.0;LATOSSOLO
8775.0;P3;PA;Paragominas;;;;139.0;220.0;Bw4;27338.0;LATOSSOLO
8775.0;P3;PA;Paragominas;;;;220.0;290.0;Bw5;27343.0;LATOSSOLO
8775.0;P3;PA;Paragominas;;;;290.0;380.0;BC1;27346.0;LATOSSOLO
8775.0;P3;PA;Paragominas;;;;380.0;470.0;BC2;27356.0;LATOSSOLO
8890.0;P4;PA;Paragominas;;;;0.0;8.0;A;27704.0;LATOSSOLO
8890.0;P4;PA;Paragominas;;;;8.0;22.0;AB;27870.0;LATOSSOLO
8890.0;P4;PA;Paragominas;;;;22.0;44.0;BA;27871.0;LATOSSOLO
8890.0;P4;PA;Paragominas;;;;44.0;75.0;Bw1;27872.0;LATOSSOLO
8947.0;14;PA;São Miguel do Guamá;;;90.0;3.0;1.0;O1;27983.0;PLINTOSSOLO
8947.0;14;PA;São Miguel do Guamá;;;90.0;1.0;0.0;O2;27984.0;PLINTOSSOLO
8947.0;14;PA;São Miguel do Guamá;;;90.0;0.0;5.0;A1;27985.0;PLINTOSSOLO
8947.0;14;PA;São Miguel do Guamá;;;90.0;5.0;40.0;A2;27986.0;PLINTOSSOLO
8947.0;14;PA;São Miguel do Guamá;;;90.0;40.0;80.0;B1ten;27992.0;PLINTOSSOLO
8947.0;14;PA;São Miguel do Guamá;;;90.0;80.0;150.0;B2t;27993.0;PLINTOSSOLO
8963.0;15;PA;São Francisco do Pará;;;;5.0;1.0;O1;27999.0;PLINTOSSOLO
8963.0;15;PA;São Francisco do Pará;;;;1.0;0.0;O2;28000.0;PLINTOSSOLO
8963.0;15;PA;São Francisco do Pará;;;;0.0;5.0;A1;28001.0;PLINTOSSOLO
8963.0;15;PA;São Francisco do Pará;;;;5.0;30.0;A2cn;28002.0;PLINTOSSOLO
8963.0;15;PA;São Francisco do Pará;;;;30.0;50.0;B1t;28003.0;PLINTOSSOLO
8963.0;15;PA;São Francisco do Pará;;;;50.0;80.0;B2t;28004.0;PLINTOSSOLO
8963.0;15;PA;São Francisco do Pará;;;;80.0;100.0;B3t;28005.0;PLINTOSSOLO
8963.0;15;PA;São Francisco do Pará;;;;100.0;120.0;C;28006.0;PLINTOSSOLO
8964.0;16;PA;Muaná;;;;0.0;30.0;A1;28007.0;PLINTOSSOLO
8964.0;16;PA;Muaná;;;;30.0;60.0;A2;28008.0;PLINTOSSOLO
8964.0;16;PA;Muaná;;;;60.0;270.0;B2t;28009.0;PLINTOSSOLO
8964.0;16;PA;Muaná;;;;270.0;325.0;IICg;28010.0;PLINTOSSOLO
8968.0;18;PA;São Miguel do Guamá;;;90.0;4.0;2.0;O1;28026.0;PLINTOSSOLO
8968.0;18;PA;São Miguel do Guamá;;;90.0;2.0;0.0;O2;28027.0;PLINTOSSOLO
8968.0;18;PA;São Miguel do Guamá;;;90.0;0.0;3.0;A1;28028.0;PLINTOSSOLO
8968.0;18;PA;São Miguel do Guamá;;;90.0;3.0;20.0;A2;28030.0;PLINTOSSOLO
8968.0;18;PA;São Miguel do Guamá;;;90.0;20.0;100.0;B21;28032.0;PLINTOSSOLO
8968.0;18;PA;São Miguel do Guamá;;;90.0;100.0;150.0;B22;28034.0;PLINTOSSOLO
8981.0;24;PA;Alenquer;;;50.0;0.0;5.0;A1;28084.0;PLINTOSSOLO
8981.0;24;PA;Alenquer;;;50.0;5.0;18.0;A3;28085.0;PLINTOSSOLO
8981.0;24;PA;Alenquer;;;50.0;18.0;45.0;B1t;28086.0;PLINTOSSOLO
8981.0;24;PA;Alenquer;;;50.0;45.0;80.0;B21t;28087.0;PLINTOSSOLO
8981.0;24;PA;Alenquer;;;50.0;80.0;125.0;B22t;28088.0;PLINTOSSOLO
8981.0;24;PA;Alenquer;;;50.0;125.0;150.0;B23tcn;28089.0;PLINTOSSOLO
8981.0;24;PA;Alenquer;;;50.0;150.0;180.0;IIB24t;28090.0;PLINTOSSOLO
8988.0;26;PA;Santarém;;;;0.0;30.0;A1;28122.0;LATOSSOLO
8988.0;26;PA;Santarém;;;;30.0;45.0;A3;28123.0;LATOSSOLO
8988.0;26;PA;Santarém;;;;45.0;90.0;B1;28124.0;LATOSSOLO
8988.0;26;PA;Santarém;;;;90.0;130.0;B2;28125.0;LATOSSOLO
8990.0;27;PA;Santarém;;;;0.0;20.0;A11;28132.0;LATOSSOLO
8990.0;27;PA;Santarém;;;;20.0;40.0;A12;28133.0;LATOSSOLO
8990.0;27;PA;Santarém;;;;40.0;60.0;A3;28134.0;LATOSSOLO
8990.0;27;PA;Santarém;;;;60.0;90.0;B21;28135.0;LATOSSOLO
8990.0;27;PA;Santarém;;;;90.0;120.0;B22;28136.0;LATOSSOLO
8992.0;28;PA;São Miguel do Guamá;;;210.0;7.0;3.0;O1;28137.0;LATOSSOLO
8992.0;28;PA;São Miguel do Guamá;;;210.0;3.0;0.0;O2;28143.0;LATOSSOLO
8992.0;28;PA;São Miguel do Guamá;;;210.0;0.0;2.0;A1;28144.0;LATOSSOLO
8992.0;28;PA;São Miguel do Guamá;;;210.0;2.0;30.0;A3;28145.0;LATOSSOLO
8992.0;28;PA;São Miguel do Guamá;;;210.0;30.0;80.0;B2;28146.0;LATOSSOLO
8992.0;28;PA;São Miguel do Guamá;;;210.0;80.0;150.0;B3;28147.0;LATOSSOLO
8992.0;28;PA;São Miguel do Guamá;;;210.0;150.0;220.0;C;28148.0;LATOSSOLO
8997.0;29;PA;Santarém;;;;0.0;20.0;A1;28157.0;LATOSSOLO
8997.0;29;PA;Santarém;;;;20.0;35.0;A3;28158.0;LATOSSOLO
8997.0;29;PA;Santarém;;;;35.0;70.0;B1;28159.0;LATOSSOLO
8997.0;29;PA;Santarém;;;;70.0;120.0;B21;28160.0;LATOSSOLO
8997.0;29;PA;Santarém;;;;120.0;190.0;B22;28161.0;LATOSSOLO
8999.0;31;PA;Irituia;;;30.0;6.0;2.0;O1;28168.0;LATOSSOLO
8999.0;31;PA;Irituia;;;30.0;2.0;0.0;O2;28169.0;LATOSSOLO
8999.0;31;PA;Irituia;;;30.0;0.0;20.0;A1;28170.0;LATOSSOLO
8999.0;31;PA;Irituia;;;30.0;20.0;60.0;A3;28171.0;LATOSSOLO
8999.0;31;PA;Irituia;;;30.0;60.0;140.0;B21;28172.0;LATOSSOLO
8999.0;31;PA;Irituia;;;30.0;140.0;220.0;B22;28173.0;LATOSSOLO
8999.0;31;PA;Irituia;;;30.0;220.0;260.0;B3;28174.0;LATOSSOLO
9091.0;61;PA;Irituia;;;110.0;6.0;1.0;O1;28638.0;ARGISSOLO
9091.0;61;PA;Irituia;;;110.0;1.0;0.0;O2;28639.0;ARGISSOLO
9091.0;61;PA;Irituia;;;110.0;0.0;10.0;A1;28640.0;ARGISSOLO
9091.0;61;PA;Irituia;;;110.0;10.0;60.0;A2;28641.0;ARGISSOLO
9091.0;61;PA;Irituia;;;110.0;60.0;110.0;B1ten;28643.0;ARGISSOLO
9091.0;61;PA;Irituia;;;110.0;110.0;160.0;B21t;28645.0;ARGISSOLO
9091.0;61;PA;Irituia;;;110.0;160.0;220.0;B22t;28646.0;ARGISSOLO
8890.0;P4;PA;Paragominas;;;;75.0;108.0;Bw2;28726.0;LATOSSOLO
8890.0;P4;PA;Paragominas;;;;108.0;145.0;Bw3;28727.0;LATOSSOLO
8890.0;P4;PA;Paragominas;;;;145.0;221.0;Bw4;28728.0;LATOSSOLO
8890.0;P4;PA;Paragominas;;;;221.0;301.0;Bw5;28730.0;LATOSSOLO
8890.0;P4;PA;Paragominas;;;;301.0;400.0;BC;28731.0;LATOSSOLO
8890.0;P4;PA;Paragominas;;;;400.0;480.0;C;28732.0;LATOSSOLO
9121.0;70;PA;São Francisco do Pará;;;;4.0;2.0;O1;28773.0;ARGISSOLO
9121.0;70;PA;São Francisco do Pará;;;;2.0;0.0;O2;28775.0;ARGISSOLO
9121.0;70;PA;São Francisco do Pará;;;;0.0;8.0;A1;28777.0;ARGISSOLO
9121.0;70;PA;São Francisco do Pará;;;;8.0;40.0;A2;28780.0;ARGISSOLO
9121.0;70;PA;São Francisco do Pará;;;;40.0;80.0;IIB2t;28781.0;ARGISSOLO
9121.0;70;PA;São Francisco do Pará;;;;80.0;110.0;IIB3t;28782.0;ARGISSOLO
9121.0;70;PA;São Francisco do Pará;;;;110.0;140.0;IIC;28783.0;ARGISSOLO
9143.0;75;PA;Castanhal;;;;0.0;12.0;A1;28872.0;NEOSSOLO
9143.0;75;PA;Castanhal;;;;12.0;70.0;AC;28873.0;NEOSSOLO
9143.0;75;PA;Castanhal;;;;70.0;200.0;C1g;28874.0;NEOSSOLO
9143.0;75;PA;Castanhal;;;;200.0;220.0;IIC2g;28875.0;NEOSSOLO
9143.0;75;PA;Castanhal;;;;220.0;350.0;IIIC3g;28876.0;NEOSSOLO
9143.0;75;PA;Castanhal;;;;350.0;380.0;IVC4g;28877.0;NEOSSOLO
9152.0;79;PA;Prainha;;;;5.0;0.0;O1;28903.0;GLEISSOLO
9152.0;79;PA;Prainha;;;;0.0;5.0;A11;28904.0;GLEISSOLO
9152.0;79;PA;Prainha;;;;5.0;20.0;A12;28905.0;GLEISSOLO
9152.0;79;PA;Prainha;;;;20.0;140.0;C1g;28906.0;GLEISSOLO
9152.0;79;PA;Prainha;;;;140.0;220.0;IIC2g;28907.0;GLEISSOLO
9153.0;80;PA;Castanhal;;;;0.0;2.0;A11;28908.0;GLEISSOLO
9153.0;80;PA;Castanhal;;;;2.0;10.0;A12;28910.0;GLEISSOLO
9153.0;80;PA;Castanhal;;;;10.0;70.0;C1g;28911.0;GLEISSOLO
9153.0;80;PA;Castanhal;;;;70.0;180.0;C2g;28912.0;GLEISSOLO
9154.0;81;PA;Irituia;;;20.0;4.0;2.0;O1;28914.0;GLEISSOLO
9154.0;81;PA;Irituia;;;20.0;2.0;0.0;O2;28915.0;GLEISSOLO
9154.0;81;PA;Irituia;;;20.0;0.0;4.0;A1;28916.0;GLEISSOLO
9154.0;81;PA;Irituia;;;20.0;4.0;60.0;C1g;28917.0;GLEISSOLO
9154.0;81;PA;Irituia;;;20.0;60.0;80.0;C2g;28918.0;GLEISSOLO
9154.0;81;PA;Irituia;;;20.0;80.0;140.0;C3g;28919.0;GLEISSOLO
9154.0;81;PA;Irituia;;;20.0;140.0;200.0;C4g;28920.0;GLEISSOLO
9154.0;81;PA;Irituia;;;20.0;200.0;220.0;IIC5;28921.0;GLEISSOLO
9161.0;83;PA;Prainha;;;;0.0;25.0;A1g;28952.0;GLEISSOLO
9161.0;83;PA;Prainha;;;;25.0;70.0;C1g;28953.0;GLEISSOLO
9161.0;83;PA;Prainha;;;;70.0;120.0;IIC2g;28954.0;GLEISSOLO
9161.0;83;PA;Prainha;;;;120.0;170.0;IIC3g;28955.0;GLEISSOLO
9161.0;83;PA;Prainha;;;;170.0;190.0;IIIC4g;28956.0;GLEISSOLO
9161.0;83;PA;Prainha;;;;190.0;210.0;IIIC5g;28960.0;GLEISSOLO
9161.0;83;PA;Prainha;;;;210.0;220.0;IVC6g;28961.0;GLEISSOLO
9170.0;84;PA;Chaves;;;10.0;0.0;20.0;A1;28983.0;GLEISSOLO
9170.0;84;PA;Chaves;;;10.0;20.0;50.0;C1g;28984.0;GLEISSOLO
9170.0;84;PA;Chaves;;;10.0;50.0;120.0;C2g;28985.0;GLEISSOLO
9171.0;85;PA;Soure;;;;10.0;0.0;O1;28986.0;GLEISSOLO
9171.0;85;PA;Soure;;;;0.0;40.0;A1;28987.0;GLEISSOLO
9171.0;85;PA;Soure;;;;40.0;90.0;C1g;28988.0;GLEISSOLO
9171.0;85;PA;Soure;;;;91.0;120.0;C2g;28989.0;GLEISSOLO
9171.0;85;PA;Soure;;;;120.0;200.0;IIC3g;28990.0;GLEISSOLO
9172.0;86;PA;Monte Alegre;;;150.0;0.0;6.0;A11;28991.0;VERTISSOLO
9172.0;86;PA;Monte Alegre;;;150.0;6.0;23.0;A12;28992.0;VERTISSOLO
9172.0;86;PA;Monte Alegre;;;150.0;23.0;40.0;AC;28993.0;VERTISSOLO
9172.0;86;PA;Monte Alegre;;;150.0;40.0;60.0;C1;28994.0;VERTISSOLO
9172.0;86;PA;Monte Alegre;;;150.0;60.0;100.0;C2;28995.0;VERTISSOLO
9173.0;87;PA;Castanhal;;;;4.0;2.0;O1;28996.0;PLINTOSSOLO
9173.0;87;PA;Castanhal;;;;2.0;0.0;O2;29003.0;PLINTOSSOLO
9173.0;87;PA;Castanhal;;;;0.0;15.0;A1cn;29004.0;PLINTOSSOLO
9173.0;87;PA;Castanhal;;;;15.0;40.0;A3cn;29005.0;PLINTOSSOLO
9173.0;87;PA;Castanhal;;;;40.0;80.0;B2cn;29011.0;PLINTOSSOLO
9173.0;87;PA;Castanhal;;;;80.0;120.0;Ccn;29014.0;PLINTOSSOLO
9218.0;97;PA;Soure;;;;0.0;10.0;A1;29185.0;GLEISSOLO
9218.0;97;PA;Soure;;;;10.0;50.0;C1g;29186.0;GLEISSOLO
9218.0;97;PA;Soure;;;;50.0;70.0;C2g;29187.0;GLEISSOLO
9218.0;97;PA;Soure;;;;70.0;140.0;C3g;29188.0;GLEISSOLO
9320.0;1;PA;Santarém;;;;0.0;11.0;A1;29555.0;LATOSSOLO
9320.0;1;PA;Santarém;;;;11.0;23.0;A3;29556.0;LATOSSOLO
9320.0;1;PA;Santarém;;;;23.0;45.0;B1;29557.0;LATOSSOLO
9320.0;1;PA;Santarém;;;;45.0;91.0;B21;29558.0;LATOSSOLO
9320.0;1;PA;Santarém;;;;91.0;160.0;B22;29559.0;LATOSSOLO
9331.0;Extra 1;PA;Santarém;;;;0.0;20.0;A;29567.0;LATOSSOLO
9331.0;Extra 1;PA;Santarém;;;;90.0;120.0;B;29568.0;LATOSSOLO
9332.0;2;PA;Santarém;;;;3.0;0.0;O2;29569.0;LATOSSOLO
9332.0;2;PA;Santarém;;;;0.0;15.0;A1;29570.0;LATOSSOLO
9332.0;2;PA;Santarém;;;;15.0;29.0;A3;29571.0;LATOSSOLO
9332.0;2;PA;Santarém;;;;29.0;44.0;B1;29572.0;LATOSSOLO
9332.0;2;PA;Santarém;;;;44.0;79.0;B21;29579.0;LATOSSOLO
9332.0;2;PA;Santarém;;;;79.0;122.0;B22;29582.0;LATOSSOLO
9332.0;2;PA;Santarém;;;;122.0;200.0;B3;29583.0;LATOSSOLO
9352.0;Extra 2;PA;Santarém;;;;0.0;20.0;A;29634.0;LATOSSOLO
9352.0;Extra 2;PA;Santarém;;;;80.0;100.0;B;29635.0;LATOSSOLO
9358.0;Extra 3;PA;Santarém;;;;0.0;20.0;A;29663.0;LATOSSOLO
9358.0;Extra 3;PA;Santarém;;;;80.0;100.0;B;29664.0;LATOSSOLO
9359.0;Extra 4;PA;Santarém;;;;0.0;20.0;A;29665.0;LATOSSOLO
9359.0;Extra 4;PA;Santarém;;;;80.0;100.0;B;29666.0;LATOSSOLO
9361.0;Extra 5;PA;Santarém;;;;0.0;20.0;A;29670.0;LATOSSOLO
9361.0;Extra 5;PA;Santarém;;;;80.0;100.0;B;29671.0;LATOSSOLO
9366.0;Extra 6;PA;Santarém;;;;0.0;20.0;A;29675.0;LATOSSOLO
9366.0;Extra 6;PA;Santarém;;;;100.0;120.0;B;29676.0;LATOSSOLO
9367.0;Extra 7;PA;Santarém;;;;0.0;20.0;A;29677.0;LATOSSOLO
9367.0;Extra 7;PA;Santarém;;;;100.0;120.0;B;29678.0;LATOSSOLO
9368.0;Extra 8;PA;Santarém;;;;0.0;20.0;A;29679.0;LATOSSOLO
9368.0;Extra 8;PA;Santarém;;;;80.0;100.0;B;29680.0;LATOSSOLO
9369.0;Extra 9;PA;Santarém;;;;0.0;20.0;A;29681.0;LATOSSOLO
9369.0;Extra 9;PA;Santarém;;;;80.0;100.0;B;29682.0;LATOSSOLO
9370.0;Extra 10;PA;Santarém;;;;0.0;20.0;A;29683.0;LATOSSOLO
9370.0;Extra 10;PA;Santarém;;;;80.0;100.0;B;29684.0;LATOSSOLO
9371.0;Extra 11;PA;Santarém;;;;0.0;20.0;A;29685.0;LATOSSOLO
9371.0;Extra 11;PA;Santarém;;;;80.0;100.0;B;29686.0;LATOSSOLO
9372.0;Extra 12;PA;Santarém;;;;0.0;20.0;A;29687.0;LATOSSOLO
9372.0;Extra 12;PA;Santarém;;;;80.0;100.0;B;29688.0;LATOSSOLO
9373.0;Extra 13;PA;Santarém;;;;0.0;20.0;A;29689.0;LATOSSOLO
9373.0;Extra 13;PA;Santarém;;;;80.0;90.0;B;29690.0;LATOSSOLO
9374.0;Extra 14;PA;Santarém;;;;0.0;20.0;A;29691.0;LATOSSOLO
9374.0;Extra 14;PA;Santarém;;;;100.0;120.0;B;29692.0;LATOSSOLO
9375.0;Extra 15;PA;Santarém;;;;0.0;20.0;A;29693.0;LATOSSOLO
9375.0;Extra 15;PA;Santarém;;;;80.0;100.0;B;29694.0;LATOSSOLO
9376.0;Extra 16;PA;Santarém;;;;0.0;20.0;A;29695.0;LATOSSOLO
9376.0;Extra 16;PA;Santarém;;;;80.0;100.0;B;29696.0;LATOSSOLO
9378.0;Extra 17;PA;Santarém;;;;0.0;20.0;A1;29701.0;LATOSSOLO
9378.0;Extra 17;PA;Santarém;;;;50.0;70.0;B1;29702.0;LATOSSOLO
9378.0;Extra 17;PA;Santarém;;;;80.0;100.0;B2;29703.0;LATOSSOLO
9380.0;Extra 18;PA;Santarém;;;;0.0;20.0;A;29708.0;LATOSSOLO
9380.0;Extra 18;PA;Santarém;;;;100.0;120.0;B;29709.0;LATOSSOLO
9385.0;Extra 19;PA;Santarém;;;;0.0;20.0;A;29730.0;LATOSSOLO
9385.0;Extra 19;PA;Santarém;;;;80.0;110.0;B;29731.0;LATOSSOLO
9387.0;Extra 20;PA;Santarém;;;;0.0;20.0;A;29734.0;LATOSSOLO
9387.0;Extra 20;PA;Santarém;;;;80.0;100.0;B;29735.0;LATOSSOLO
9389.0;Extra 21;PA;Santarém;;;;0.0;20.0;A;29739.0;LATOSSOLO
9389.0;Extra 21;PA;Santarém;;;;80.0;100.0;B;29740.0;LATOSSOLO
9392.0;Extra 22;PA;Santarém;;;;0.0;20.0;A;29744.0;LATOSSOLO
9392.0;Extra 22;PA;Santarém;;;;80.0;100.0;B;29745.0;LATOSSOLO
9393.0;Extra 23;PA;Santarém;;;;0.0;20.0;A;29746.0;LATOSSOLO
9393.0;Extra 23;PA;Santarém;;;;80.0;100.0;B;29747.0;LATOSSOLO
9395.0;Extra 24;PA;Santarém;;;;0.0;20.0;A;29751.0;LATOSSOLO
9395.0;Extra 24;PA;Santarém;;;;100.0;120.0;B;29752.0;LATOSSOLO
9397.0;Extra 25;PA;Santarém;;;;0.0;20.0;A;29755.0;LATOSSOLO
9397.0;Extra 25;PA;Santarém;;;;80.0;100.0;B;29756.0;LATOSSOLO
9400.0;Extra 26;PA;Santarém;;;;0.0;20.0;A;29761.0;LATOSSOLO
9400.0;Extra 26;PA;Santarém;;;;60.0;90.0;B;29762.0;LATOSSOLO
9404.0;3;PA;Santarém;;;;0.0;10.0;A1;29771.0;ARGISSOLO
9404.0;3;PA;Santarém;;;;10.0;54.0;A3;29774.0;ARGISSOLO
